abial	阿扁
baisuzfen	白素贞
baisuzhel	白素贞
baital	摆摊
baitalg	白糖
baitalhao	白叹号
baitanfao	白叹号
baitaofua	白桃花
baitial	白天
baitiale	白天鹅
baitouha	白头发
baitouwelg	白头翁
baituoli	拜托你
baituone	拜托了
baituore	拜托了
baiwal	百万
baiwaldun	百万吨
baiwalg	败亡
baiwalyuan	百万元
baiwalzhuang	百万庄
baiwandul	百万吨
baiwanyual	百万元
baiwanzfuang	百万庄
baiwanzhualg	百万庄
baiwel	白文
baiwelhao	白问号
baiwenfao	白问号
baixial	白线
baixialg	败象
baixialsheng	白先生
baixiane	白瞎了
baixiansfeng	白先生
baixianshelg	白先生
baixiare	白瞎了
baixil	白心
baixilg	百姓
baixilgjia	百姓家
baixiolg	白熊
baixual	败选
baiyal	白眼
baiyaler	白眼儿
baiyalg	白羊
baiyalgdian	白洋淀
baiyalgshu	白杨树
baiyalgzuo	白羊座
baiyalsong	白岩松
baiyanel	白眼儿
baiyangdial	白洋淀
baiyangsfu	白杨树
baiyansolg	白岩松
baiyecfuang	百叶窗
baiyechualg	百叶窗
baiyil	白银
baiyilen	白衣人
baiyilshi	白银市
baiyinsfi	白银市
baiyirel	白衣人
baiyiyual	百亿元
baiyounu	柏油路
baiyouru	柏油路
baiyual	百元
baiyul	白云
baiyulal	白玉兰
baiyulen	百余人
baiyulguan	白云观
baiyullu	白云路
baiyulqu	白云区
baiyulshan	白云山
baiyulshi	白云石
baiyulyan	白云岩
baiyumilg	百余名
baiyunan	白玉兰
baiyungual	白云观
baiyunnu	白云路
baiyunru	白云路
baiyunsfan	白云山
baiyunsfi	白云石
baiyunshal	白云山
baiyunyal	白云岩
baiyuran	白玉兰
baiyurel	百余人
baiyutalg	白玉堂
baizfan	百战
baizfang	败仗
baizfanting	拜占庭
baizfao	百兆
baizfe	摆着
baizfeng	摆正
baizfi	白纸
baizfong	百种
baizfongren	白种人
baizfou	白昼
baizfuo	白灼
baizhal	百战
baizhalg	败仗
baizhalting	拜占庭
baizhantilg	拜占庭
baizhelg	摆正
baizholg	百种
baizholgren	白种人
baizhonglen	白种人
baizhongrel	白种人
baizuiel	白嘴儿
bajial	拔剑
bajialtao	八件套
bajiani	把家里
bajiaoel	把角儿
bajiaoxilg	八角形
bajiari	把家里
bajil	巴金
bajilg	八景
bajilgji	把经济
bajilgli	把精力
bajilgshen	把精神
bajilzhi	八进制
bajingni	把精力
bajingri	把精力
bajingsfen	把精神
bajingshel	把精神
bajinzfi	八进制
bajiulian	八九年
bajiunial	八九年
bajiusfi	八九十
bajual	八卷
bajul	八军
bakefu	把客户
bakolg	把控
bakouel	把口儿
bal	半
balage	把那个
balalg	巴郎
balama	巴拿马
balanqu	巴南区
balaxie	把那些
balbai	斑白
balban	斑斑
balbao	办报
balbei	半杯
balbeizi	半辈子
balben	版本
balbenhao	版本号
balbenku	版本库
balbi	半壁
balbian	半边
balbianlian	半边脸
balbiantian	半边天
balbo	斑驳
balbu	颁布
balbucheng	办不成
balbudao	办不到
balbuhou	颁布后
balbule	颁布了
balcai	板材
balcan	半残
balchai	办差
balchan	班禅
balchang	半场
balche	班车
balcheng	办成
balchengpin	半成品
balchi	半尺
balchu	搬出
balchulai	搬出来
balchuqu	搬出去
balci	版次
balda	半大
baldao	搬到
baldaoti	半导体
balde	办的
baldedao	办得到
baldeng	板凳
baldeshi	办的事
baldi	班底
baldian	半点
baldianer	半点儿
baldong	搬动
baldu	伴读
balduan	半段
baldun	半蹲
balen	把人
baler	伴儿
balercun	板儿寸
balerxie	板儿鞋
balfa	办法
balfaba	办法吧
balfalai	办法来
balfale	颁发了
balfan	拌饭
balfang	板房
balfashi	办法是
balfei	班费
balfen	半份
balfeng	班风
balfenger	半疯儿
balfengjian	半封建
balfenzhong	半分钟
balg	帮
balga	棒啊
balgan	半干
balganbu	班干部
balganhan	半干旱
balgao	半高
balgban	帮办
balgbang	帮帮
balgbangda	棒棒哒
balgbangde	棒棒的
balgbangmang	帮帮忙
balgbangtang	棒棒糖
balgbangwo	帮帮我
balgbianer	傍边儿
balgbieren	帮别人
balgbuliao	帮不了
balgbushang	帮不上
balgcai	棒材
balgchen	帮衬
balgchui	棒槌
balgcou	帮凑
balgda	棒打
balgdai	帮带
balgdajia	帮大家
balgdakuan	傍大款
balgdan	榜单
balgdao	帮到
balgde	帮的
balgdi	邦迪
balgding	绑定
balge	半个
balgeduo	半个多
balgei	颁给
balger	榜二
balgertang	棒儿糖
balgerxiang	棒儿香
balgeyue	半个月
balgfei	绑匪
balgfu	帮扶
balgge	帮个
balggemang	帮个忙
balggong	帮工
balgguo	帮过
balgheier	傍黑儿
balghui	帮会
balgji	棒极
balgjia	绑架
balgjiale	绑架了
balgjiao	帮教
balgjiazui	绑架罪
balgjile	棒极了
balgjueer	傍角儿
balgke	蚌壳
balgkun	帮困
balglang	𠳐啷
balgle	帮了
balglian	邦联
balglianger	傍亮儿
balgmang	帮忙
balgmangde	帮忙的
balgni	帮你
balgniding	帮你顶
balgnimen	帮你们
balgnin	帮您
balgong	办公
balgongchu	办公处
balgongfang	办公房
balgongfei	办公费
balgongku	办公库
balgonglou	办公楼
balgongqu	办公区
balgongshi	办公室
balgongsi	办公司
balgongting	办公厅
balgongwang	办公网
balgongyi	办公椅
balgongyong	办公用
balgongzhuo	办公桌
balgpai	帮派
balgpengyou	帮朋友
balgqi	绑起
balgqiang	帮腔
balgqilai	绑起来
balgqiu	棒球
balgqiudui	棒球队
balgqiumao	棒球帽
balgren	帮人
balgsan	榜三
balgshang	榜上
balgshou	帮手
balgsi	绑死
balgta	帮他
balgtamen	帮他们
balgtang	棒糖
balgtao	帮套
balgtie	帮贴
balgtui	绑腿
balguache	半挂车
balguo	办过
balguolai	搬过来
balgwan	傍晚
balgwo	帮我
balgwomen	帮我们
balgwozuo	帮我做
balgwu	傍午
balgxiong	帮凶
balgyan	榜眼
balgyang	榜样
balgyi	榜一
balgying	梆硬
balgyixia	帮一下
balgza	绑扎
balgzai	绑在
balgzhe	帮着
balgzhen	棒针
balgzhu	帮助
balgzhuang	棒状
balgzhulei	帮助类
balgzhuni	帮助你
balgzhuren	帮助人
balgzi	棒子
balhao	办好
balhaole	办好了
balhaoshi	办好事
balhe	半盒
balheer	半盒儿
balhen	斑痕
balhu	伴虎
balhua	版画
balhuajia	版画家
balhui	班会
balhuike	班会课
balhuo	拌和
balial	把脸
balialg	八两
balialgge	把两个
balianji	八年级
balianlai	八年来
balianqian	八年前
baliben	把日本
balikul	巴里坤
balilg	霸凌
balilghou	八零后
balimen	把你们
balingfou	八零后
balisfeng	巴厘省
balishelg	巴厘省
balizfuang	八里庄
balizhualg	八里庄
balji	班级
baljia	搬家
baljiang	颁奖
baljiao	半角
baljiaoshi	绊脚石
baljie	半截
baljieer	半截儿
baljin	搬进
baljing	半径
baljiti	班集体
baljiu	斑鸠
balju	半句
baljuesai	半决赛
balkai	半开
balkan	办刊
balke	半颗
balkong	半空
balkongzhong	半空中
balkou	半口
balkuai	板块
ballai	搬来
ballan	斑斓
ballang	伴郎
ballangen	板蓝根
ballaoli	半劳力
balle	办了
balli	办理
balliang	扮靓
balliao	拌料
ballu	半路
balluo	半裸
ballushang	半路上
ballv	伴侣
balma	斑马
balmao	半毛
balmaoqian	半毛钱
balmaxian	斑马线
balmi	半米
balmian	版面
balmianfei	版面费
balmianshang	版面上
balmo	瓣膜
balni	伴你
balnian	半年
balnianbao	半年报
balniandu	半年度
balnianduo	半年多
balniang	伴娘
balnianhou	半年后
balnianle	半年了
balniannei	半年内
balnianqi	半年期
balnianqian	半年前
balnilu	班尼路
balnin	伴您
balongcun	把农村
balpai	半拍
balpei	般配
balpiao	半票
balping	扳平
balqi	班期
balqian	搬迁
balqiu	半球
balqiupai	板球拍
balqiye	办企业
balqu	版区
balquan	版权
balquanfa	版权法
balquangui	版权归
balquanju	版权局
balri	半日
balru	搬入
balshan	半山
balshang	半晌
balshanyao	半山腰
balshen	半身
balsheng	半生
balshengyuan	半生缘
balshi	办事
balshichu	办事处
balshiqing	办事情
balshirun	半湿润
balshishi	办实事
balshiyuan	办事员
balshou	扳手
balshouxu	办手续
balshu	半数
balshuaiqi	半衰期
balshuanggong	半双工
balshui	办税
balsi	半死
balsui	伴随
balsuizhe	伴随着
baltang	半糖
baltian	半天
baltianbu	半天不
baltiao	半条
baltiaoming	半条命
baltouming	半透明
baltu	版图
baltuo	办妥
balujul	八路军
balul	罢论
balver	把女儿
balwa	板瓦
balwan	搬完
balwanjia	搬完家
balwanle	搬完了
balwei	版位
balweihui	班委会
balwen	斑纹
balwenmang	半文盲
balwo	伴我
balwoxing	伴我行
balwu	版务
balxi	扮戏
balxia	半夏
balxian	半仙
balxiang	扮相
balxiao	办校
balxiaoshi	半小时
balxie	板鞋
balxing	板型
balxue	办学
balxuexiao	办学校
balxuezhe	办学者
balya	板鸭
balyan	扮演
balyande	扮演的
balyanzhe	扮演着
balye	半夜
balyeli	半夜里
balyi	伴以
balyige	办一个
balying	板硬
balyong	搬用
balyou	伴有
balyuan	半圆
balyuanxing	半圆形
balyue	半月
balyueban	半月板
balyuekan	半月刊
balyuetan	半月谈
balyun	搬运
balyunche	搬运车
balyungong	搬运工
balzang	半藏
balzhan	办展
balzhang	班长
balzhao	办照
balzhe	伴着
balzhelian	板着脸
balzheng	办证
balzhi	半只
balzhiyan	半支烟
balzhong	班中
balzhou	半轴
balzhu	版主
balzhuan	搬砖
balzhuang	板状
balzhumen	版主们
balzhuren	班主任
balzi	班子
balzidong	半自动
balzou	伴奏
balzu	班组
balzui	拌嘴
balzuo	扮作
balzuzhang	班组长
bameiel	把妹儿
bamel	把门
bamial	罢免
bamialan	罢免案
bamianal	罢免案
bamil	八闽
bamilg	八名
bamilil	八蜜凛
baminin	八蜜凛
bamirin	八蜜凛
bamugualg	把目光
banagui	巴拉圭
banake	巴拉克
banal	办案
banalqu	巴南区
banang	巴郎
banao	把牢
banbal	斑斑
banbel	版本
banbelhao	版本号
banbelku	版本库
banbenfao	版本号
banbial	半边
banbiallian	半边脸
banbialtian	半边天
banbianlial	半边脸
banbiannian	半边脸
banbianrian	半边脸
banbiantial	半边天
banbucfeng	办不成
banbuchelg	办不成
banbufou	颁布后
banbune	颁布了
banbure	颁布了
bancal	半残
bancfai	办差
bancfan	班禅
bancfang	半场
bancfe	班车
bancfeng	办成
bancfengpin	半成品
bancfi	半尺
bancfu	搬出
bancfulai	搬出来
bancfuqu	搬出去
banchal	班禅
banchalg	半场
banchelg	办成
banchelgpin	半成品
banchengpil	半成品
banchunai	搬出来
banchurai	搬出来
bandelg	板凳
bandesfi	办的事
bandial	半点
bandialer	半点儿
bandianel	半点儿
bandolg	搬动
bandual	半段
bandul	半蹲
bane	罢了
banei	芭蕾
baneiwu	芭蕾舞
banel	伴儿
banelcun	板儿寸
banelxie	板儿鞋
banercul	板儿寸
banfal	拌饭
banfalg	板房
banfanai	办法来
banfane	颁发了
banfao	办好
banfaole	办好了
banfaoshi	办好事
banfarai	办法来
banfare	颁发了
banfasfi	办法是
banfe	半盒
banfeer	半盒儿
banfel	半份
banfelg	班风
banfelger	半疯儿
banfelgjian	半封建
banfelzhong	半分钟
banfengel	半疯儿
banfengjial	半封建
banfenzfong	半分钟
banfenzholg	半分钟
banfua	版画
banfuajia	版画家
banfui	班会
banfuike	班会课
banfuo	拌和
bangal	半干
bangalbu	班干部
bangalhan	半干旱
banganfan	半干旱
banganhal	半干旱
bangbal	帮办
bangbalg	帮帮
bangbalgda	棒棒哒
bangbalgde	棒棒的
bangbalgmang	帮帮忙
bangbalgtang	棒棒糖
bangbalgwo	帮帮我
bangbangmalg	帮帮忙
bangbangtalg	棒棒糖
bangbialer	傍边儿
bangbianel	傍边儿
bangbielen	帮别人
bangbierel	帮别人
bangbuniao	帮不了
bangburiao	帮不了
bangbusfang	帮不上
bangbushalg	帮不上
bangcfen	帮衬
bangcfui	棒槌
bangchel	帮衬
bangdakual	傍大款
bangdal	榜单
bangdilg	绑定
bangel	榜二
bangeltang	棒儿糖
bangelxiang	棒儿香
bangertalg	棒儿糖
bangerxialg	棒儿香
bangfeier	傍黑儿
bangfui	帮会
banggemalg	帮个忙
banggolg	帮工
bangheiel	傍黑儿
banghu	帮扶
bangjiane	绑架了
bangjiare	绑架了
bangjine	棒极了
bangjire	棒极了
bangjueel	傍角儿
bangkul	帮困
banglalg	𠳐啷
banglen	帮人
bangli	帮你
banglial	邦联
banglialger	傍亮儿
bangliangel	傍亮儿
bangliding	帮你顶
banglimen	帮你们
banglin	帮您
bangmalg	帮忙
bangmalgde	帮忙的
bangnang	𠳐啷
bangne	帮了
bangnian	邦联
bangnianger	傍亮儿
bangnidilg	帮你顶
bangnil	帮您
bangnimel	帮你们
bangolg	办公
bangolgchu	办公处
bangolgfang	办公房
bangolgfei	办公费
bangolgku	办公库
bangolglou	办公楼
bangolgqu	办公区
bangolgshi	办公室
bangolgsi	办公司
bangolgting	办公厅
bangolgwang	办公网
bangolgyi	办公椅
bangolgyong	办公用
bangolgzhuo	办公桌
bangongcfu	办公处
bangongfalg	办公房
bangonghang	办公房
bangonghei	办公费
bangongnou	办公楼
bangongrou	办公楼
bangongsfi	办公室
bangongtilg	办公厅
bangongwalg	办公网
bangongyolg	办公用
bangongzfuo	办公桌
bangpelgyou	帮朋友
bangqialg	帮腔
bangqinai	绑起来
bangqirai	绑起来
bangrang	𠳐啷
bangre	帮了
bangrel	帮人
bangrian	邦联
bangrianger	傍亮儿
bangsal	榜三
bangsfang	榜上
bangsfou	帮手
bangshalg	榜上
bangtalg	棒糖
bangtamel	帮他们
banguacfe	半挂车
banguonai	搬过来
banguorai	搬过来
bangwal	傍晚
bangwomel	帮我们
bangxiolg	帮凶
bangyal	榜眼
bangyalg	榜样
bangyilg	梆硬
bangzfe	帮着
bangzfen	棒针
bangzfu	帮助
bangzfuang	棒状
bangzfulei	帮助类
bangzfuni	帮助你
bangzfuren	帮助人
bangzhel	棒针
bangzhualg	棒状
bangzhulen	帮助人
bangzhuli	帮助你
bangzhunei	帮助类
bangzhurei	帮助类
bangzhurel	帮助人
banha	办法
banhaba	办法吧
banhalai	办法来
banhale	颁发了
banhaone	办好了
banhaore	办好了
banhaosfi	办好事
banhashi	办法是
banheel	半盒儿
banhei	班费
banhel	斑痕
banheng	班风
banhenger	半疯儿
banhengjian	半封建
banhenzhong	半分钟
banial	八年
banialji	八年级
baniallai	八年来
banialqian	八年前
baniang	八两
baniangge	把两个
baniannai	八年来
banianqial	八年前
banianrai	八年来
banidao	巴厘岛
banikun	巴里坤
banil	把您
banimel	把你们
baning	霸凌
baninghou	八零后
banisheng	巴厘省
baniu	八六
banizhuang	八里庄
banizi	笆篱子
banjialg	颁奖
banjiaosfi	绊脚石
banjieel	半截儿
banjil	搬进
banjilg	半径
bankal	办刊
bankolg	半空
bankolgzhong	半空中
bankongzfong	半空中
bankongzholg	半空中
banlal	斑斓
banlalg	伴郎
banlalgen	板蓝根
banlangel	板蓝根
banlaoni	半劳力
banlaori	半劳力
banlialg	扮靓
banlianbao	半年报
banliandu	半年度
banlianduo	半年多
banlianhou	半年后
banlianle	半年了
banliannei	半年内
banlianqi	半年期
banlianqian	半年前
banlilu	班尼路
banlin	伴您
banlusfang	半路上
banlushalg	半路上
banmaoqial	半毛钱
banmaxial	斑马线
banmial	版面
banmialfei	版面费
banmialshang	版面上
banmianhei	版面费
banmiansfang	版面上
banmianshalg	版面上
bannai	搬来
bannan	斑斓
bannang	伴郎
bannangen	板蓝根
bannaoli	半劳力
banne	办了
bannial	半年
bannialbao	半年报
bannialdu	半年度
bannialduo	半年多
bannialg	伴娘
bannialhou	半年后
bannialle	半年了
bannialnei	半年内
bannialqi	半年期
bannialqian	半年前
bannianfou	半年后
bannianlei	半年内
bannianne	半年了
bannianqial	半年前
bannianre	半年了
banniao	拌料
bannil	伴您
banninu	班尼路
banniru	班尼路
bannu	半路
bannuo	半裸
bannushang	半路上
bannv	伴侣
banolgcun	把农村
banongcul	把农村
banou	八楼
banpilg	扳平
banqial	搬迁
banqual	版权
banqualfa	版权法
banqualgui	版权归
banqualju	版权局
banquanha	版权法
banrai	搬来
banran	斑斓
banrang	伴郎
banrangen	板蓝根
banraoli	半劳力
banre	办了
banriang	扮靓
banriao	拌料
banruo	半裸
banrushang	半路上
banrv	伴侣
bansfan	半山
bansfang	半晌
bansfanyao	半山腰
bansfen	半身
bansfeng	半生
bansfengyuan	半生缘
bansfi	办事
bansfichu	办事处
bansfiqing	办事情
bansfirun	半湿润
bansfishi	办实事
bansfiyuan	办事员
bansfou	扳手
bansfouxu	办手续
bansfu	半数
bansfuaiqi	半衰期
bansfuanggong	半双工
bansfui	办税
banshal	半山
banshalg	半晌
banshalyao	半山腰
banshel	半身
banshelg	半生
banshelgyuan	半生缘
banshengyual	半生缘
banshicfu	办事处
banshilun	半湿润
banshiqilg	办事情
banshirul	半湿润
banshisfi	办实事
banshiyual	办事员
banshualggong	半双工
banshuanggolg	半双工
bansuizfe	伴随着
bantalg	半糖
bantial	半天
bantialbu	半天不
bantiaomilg	半条命
bantoumilg	半透明
banu	八路
banujun	八路军
banun	罢论
banuoke	巴洛克
banvel	把女儿
banwal	搬完
banwaljia	搬完家
banwalle	搬完了
banwanne	搬完了
banwanre	搬完了
banweifui	班委会
banwel	斑纹
banwelmang	半文盲
banwenmalg	半文盲
banwoxilg	伴我行
banxial	半仙
banxialg	扮相
banxiaosfi	半小时
banxilg	板型
banxuezfe	办学者
banyal	扮演
banyalde	扮演的
banyalzhe	扮演着
banyanzfe	扮演着
banyeni	半夜里
banyeri	半夜里
banyilg	板硬
banyolg	搬用
banyual	半圆
banyualxing	半圆形
banyuanxilg	半圆形
banyuebal	半月板
banyuekal	半月刊
banyuetal	半月谈
banyul	搬运
banyulche	搬运车
banyulgong	搬运工
banyuncfe	搬运车
banyungolg	搬运工
banzalg	半藏
banzfan	办展
banzfang	班长
banzfao	办照
banzfe	伴着
banzfelian	板着脸
banzfeng	办证
banzfi	半只
banzfiyan	半支烟
banzfong	班中
banzfou	半轴
banzfu	版主
banzfuan	搬砖
banzfuang	板状
banzfumen	版主们
banzfuren	班主任
banzhal	办展
banzhalg	班长
banzhelg	办证
banzhelial	板着脸
banzhenian	板着脸
banzherian	板着脸
banzhiyal	半支烟
banzholg	班中
banzhual	搬砖
banzhualg	板状
banzhulen	班主任
banzhumel	版主们
banzhurel	班主任
banzidolg	半自动
banzuzfang	班组长
banzuzhalg	班组长
baoal	保安
baoalbu	保安部
baoalhou	报案后
baoalqu	宝安区
baoalquan	保安全
baoalyuan	保安员
baoanfou	报案后
baoanqual	保安全
baoanyual	保安员
baobal	包办
baobeiel	宝贝儿
baobel	保本
baobial	褒贬
baobilg	刨冰
baobupilg	抱不平
baobuzfu	保不住
baocal	饱餐
baocalg	爆仓
baocfai	宝钗
baocfan	包产
baocfang	饱尝
baocfao	爆炒
baocfe	包车
baocfeng	报称
baocfengqiao	宝成桥
baocfi	保持
baocfifa	保持法
baocfile	保持了
baocfizai	保持在
baocfizhe	保持着
baocfou	报仇
baocfu	爆出
baocfuang	刨床
baocfun	报春
baochal	包产
baochalg	饱尝
baochelg	报称
baochelgqiao	宝成桥
baochiha	保持法
baochine	保持了
baochire	保持了
baochizfe	保持着
baochualg	刨床
baochul	报春
baocul	保存
baoculqi	保存期
baoculwei	保存为
baoculzhe	保存着
baocunzfe	保存着
baodal	保单
baodaocfeng	报道称
baodaochelg	报道称
baodaosfuo	报道说
baodaozfeng	报到证
baodaozfong	报道中
baodaozhelg	报到证
baodaozholg	报道中
baodial	宝典
baodilg	抱定
baodilgshi	保定市
baodingsfi	保定市
baodolg	暴动
baodual	报端
baoel	宝儿
baoelmo	鲍尔默
baoelnai	包二奶
baoerlai	包二奶
baofacfu	爆发出
baofafou	爆发后
baofafu	暴发户
baofalg	包房
baofane	爆发了
baofani	爆发力
baofanle	包含了
baofanzai	包含在
baofanzhe	包含着
baofao	包好
baofare	爆发了
baofari	爆发力
baofasfi	爆发时
baofaxilg	爆发性
baofe	饱和
baofedu	饱和度
baofeer	宝盒儿
baofelg	暴风
baofelghu	宝峰湖
baofelgxue	暴风雪
baofelgyu	暴风雨
baofengfu	宝峰湖
baofequ	包河区
baofong	爆红
baofou	薄厚
baofua	刨花
baofuaban	刨花板
baofuan	包换
baofuceng	保护层
baofufa	保护法
baofufei	保护费
baofuguo	保护国
baofuhao	保护好
baofui	抱回
baofumo	保护膜
baofuoer	包活儿
baofuqi	保护期
baofuqu	保护区
baofuren	保护人
baofusan	保护伞
baofuse	保护色
baofushen	保护神
baofutao	保护套
baofuxia	保护下
baofuxilg	报复性
baofuzhao	保护罩
baogal	爆肝
baogaler	包干儿
baoganel	包干儿
baogaocfeng	报告称
baogaochelg	报告称
baogaodal	报告单
baogaofou	报告后
baogaofui	报告会
baogaolen	报告人
baogaoni	报告里
baogaorel	报告人
baogaosfi	报告时
baogaosfu	报告书
baogaotual	报告团
baogelg	爆梗
baogemilg	报个名
baogolg	包公
baogolgtou	包工头
baogual	保管
baogualdan	报关单
baogualfei	保管费
baogualg	曝光
baogualgde	曝光的
baogualghou	曝光后
baogualgliang	曝光量
baogualglv	曝光率
baogualli	包管理
baogualren	保管人
baogualxiang	保管箱
baogualyuan	报关员
baoguandal	报关单
baoguangfou	曝光后
baoguanglialg	曝光量
baoguangniang	曝光量
baoguangnv	曝光率
baoguangriang	曝光量
baoguangrv	曝光率
baoguanhei	保管费
baoguanlen	保管人
baoguanni	包管理
baoguanrel	保管人
baoguanri	包管理
baoguanxialg	保管箱
baoguanyual	报关员
baoguozfe	包裹着
baoha	爆发
baohachu	爆发出
baohahou	爆发后
baohahu	暴发户
baohal	包含
baohale	爆发了
baohali	爆发力
baohalle	包含了
baohalzai	包含在
baohalzhe	包含着
