aai	在
aibanya	西班牙
aibaozhe	爱好者
aiben	资本
aibuo	爱国
aice	爱的
aichan	资产
aichu	四处
aichuansheng	四川省
aicin	爱心
aicong	自从
aidaole	起到了
aidd	爱的
aiden	爱人
aidf	爱的
aidhang	爱上
aidian	起点
aidin	爱心
aidingyi	自定义
aidonghua	自动化
aidr	爱的
aids	爱的
aiduan	字段
aidw	爱的
aiechu	写出
aiedai	携带
aiede	写的
aiee	爱的
aieen	爱人
aiehang	爱上
aiehuan	切换
aiehui	协会
aiele	写了
aieru	写入
aieshang	协商
aieshi	切实
aieshou	携手
aietiao	协调
aietong	协同
aiexie	谢谢
aieyi	协议
aiezhen	写真
aiezhu	协助
aiezi	鞋子
aiezilou	写字楼
aiezuo	写作
aifang	西方
aife	爱的
aifen	气氛
aifuchuan	字符串
aifuo	爱国
aigaozhe	爱好者
aigen	爱人
aigho	爱国
aigi	爱你
aigio	爱国
aigjo	爱国
aigko	爱国
aigong	子宫
aigongsi	子公司
aigua	西瓜
aiguai	奇怪
aiguan	习惯
aiguk	爱国
aigul	爱国
aigup	爱国
aigyo	爱国
aihaizhe	爱好者
aihak	爱好
aihakzhe	爱好者
aihal	爱好
aihalzhe	爱好者
aihaoahe	爱好者
aihaoshe	爱好者
aihaoxhe	爱好者
aihaozbe	爱好者
aihaozge	爱好者
aihaozhd	爱好者
aihaozhf	爱好者
aihaozhr	爱好者
aihaozhs	爱好者
aihaozhw	爱好者
aihaozje	爱好者
aihaozme	爱好者
aihaozne	爱好者
aihaozte	爱好者
aihaozue	爱好者
aihaozye	爱好者
aihap	爱好
aihapzhe	爱好者
aihh	爱护
aihi	爱你
aihj	爱护
aihk	爱护
aihongshi	西红柿
aihou	气候
aihqo	爱好
aihqozhe	爱好者
aihso	爱好
aihsozhe	爱好者
aihuan	喜欢
aihwo	爱好
aihwozhe	爱好者
aihxo	爱好
aihxozhe	爱好者
aihy	爱护
aihzo	爱好
aihzozhe	爱好者
aiii	埃及
aijao	爱好
aijaozhe	爱好者
aijiande	期间的
aijie	细节
aijj	埃及
aijk	埃及
aijl	埃及
aijo	埃及
aiju	器具
aijue	自觉
aijun	细菌
aikao	思考
aiki	埃及
aila	希腊
ailei	子类
aili	自理
ailiao	资料
ailie	系列
aimaozhe	爱好者
aimenzi	西门子
aimi	爱你
ain	新
ainaide	亲爱的
ainaozhe	爱好者
ainban	新版
aincailiao	新材料
ainchanpin	新产品
ainche	新车
aincheng	新城
ainchou	薪酬
aindai	信贷
ainde	新的
aindi	心底
ainei	期内
ainfan	侵犯
ainfang	信访
ainfanle	侵犯了
aing	请
aingai	性爱
aingbao	情报
aingbie	性别
aingbuyao	请不要
aingchen	清晨
aingcheng	形成
aingchengle	形成了
aingchu	清楚
aingchun	青春
aingdai	清代
aingdan	清单
aingdao	请到
aingdaoshi	青岛市
aingdianji	请点击
aingdong	行动
aingfa	刑法
aingfen	兴奋
aingfu	幸福
aingfude	幸福的
ainggan	情感
aingge	性格
aingguang	星光
ainghai	青海
ainghao	型号
ainghua	清华
aingji	星级
aingjiabi	性价比
aingjian	兴建
aingjiang	请将
aingjiao	请教
aingjie	情节
aingjishi	请及时
aingkuang	情况
aingkuangxia	情况下
ainglai	请来
aingle	行了
aingli	清理
ainglianxi	请联系
ainglv	情侣
aingmei	青梅
aingming	姓名
aingneng	性能
aingni	请你
aingnian	青年
aingnin	请您
aingqi	兴起
aingqing	轻轻
aingqiu	请求
aingqiwu	星期五
aingqu	兴趣
aingren	情人
aingrong	形容
aingshan	青山
aingshaonian	青少年
aingshenghuo	性生活
aingshi	形式
aingshide	形式的
aingshui	清水
aingsong	轻松
aingsuan	清算
aingtai	形态
aingtianxie	请填写
aingting	倾听
aingtongzhi	请通知
aingtuan	青团
aingu	新股
aingwei	行为
aingwen	请问
aingwu	请勿
aingxi	清晰
aingxian	请先
aingxiang	形象
aingxide	清晰的
aingxie	倾斜
aingxin	清新
aingxing	情形
aingxu	情绪
aingxuanze	请选择
aingyi	轻易
aingyu	请与
aingyun	幸运
aingzai	请在
aingzheng	行政
aingzhi	性质
aingzhu	庆祝
aingzhuang	形状
aingzhuming	请注明
aingzhuyi	请注意
aingzou	行走
aingzuo	星座
ainhai	侵害
ainhao	信号
ainhua	新华
ainhuashe	新华社
ainhuawang	新华网
ainhuifu	新回复
ainian	思念
ainj	爱你
ainjian	新建
ainjiang	新疆
ainjiapo	新加坡
ainjishu	新技术
aink	爱你
ainkecheng	新课程
ainku	辛苦
ainkuan	新款
ainl	爱你
ainlai	信赖
ainli	心里
ainling	心灵
ainlixue	心理学
ainmuzhong	心目中
ainnian	新年
ainniang	新娘
aino	爱你
ainpian	芯片
ainpin	新品
ainqie	亲切
ainqing	心情
ainqu	新区
ainquan	侵权
ainren	信任
ainshang	欣赏
ainsheng	新生
ainshiji	新世纪
ainshiqi	新时期
ainshou	新手
ainshui	薪水
ainsi	心思
aintai	心态
aintie	新帖
aintou	心头
aintuo	信托
ainu	爱你
ainuo	爱国
ainwen	新闻
ainxi	信息
ainxian	新鲜
ainxiang	心想
ainxihua	信息化
ainxin	信心
ainxing	新型
ainxiwang	信息网
ainyang	信仰
ainyidai	新一代
ainyilun	新一轮
ainying	新颖
ainyong	信用
ainyongka	信用卡
ainyu	信誉
ainzang	心脏
ainzeng	新增
ainzhong	心中
ainzi	亲自
aiong	兄
aiongbu	胸部
aiongdi	兄弟
aionghou	雄厚
aiongmao	熊猫
aipian	欺骗
aiqhang	爱上
aiqibg	爱情
aiqigg	爱情
aiqihg	爱情
aiqijg	爱情
aiqimg	爱情
aiqinb	爱情
aiqinf	爱情
aiqinh	爱情
aiqinn	爱情
aiqinr	爱情
aiqint	爱情
aiqinv	爱情
aiqiny	爱情
aiqjng	爱情
aiqkng	爱情
aiqlng	爱情
aiqong	爱情
aiqung	爱情
airande	自然的
airdn	爱人
aire	爱的
aireb	爱人
aireg	爱人
aireh	爱人
airej	爱人
airem	爱人
airfn	爱人
airrn	爱人
airsn	爱人
airui	奇瑞
airun	滋润
airuo	爱国
airwn	爱人
aisbang	爱上
aisgang	爱上
aishabg	爱上
aishagg	爱上
aishahg	爱上
aishajg	爱上
aishamg	爱上
aishanb	爱上
aishanf	爱上
aishanh	爱上
aishann	爱上
aishanr	爱上
aishant	爱上
aishanv	爱上
aishany	爱上
aishende	自身的
aishishi	其实是
aishqng	爱上
aishsng	爱上
aishwng	爱上
aishxng	爱上
aishzng	爱上
aisibing	艾滋病
aisin	爱心
aising	爱情
aisjang	爱上
aismang	爱上
aisnang	爱上
aistang	爱上
aisuang	爱上
aisuo	其所
aisyang	爱上
aitade	其他的
aitai	姿态
aitao	爱好
aitaozhe	爱好者
aitaren	其他人
aite	奇特
aiten	爱人
aitongzhong	系统中
aituo	爱国
aiu	求
aiuao	爱好
aiuaozhe	爱好者
aiuchang	球场
aiuding	修订
aiudui	球队
aiufu	修复
aiugai	修改
aiugou	求购
aiui	埃及
aiuji	秋季
aiujian	修建
aiuli	修理
aiulian	修炼
aiumi	球迷
aiutian	秋天
aiuu	爱护
aiuxi	休息
aiuxian	休闲
aiuxing	修行
aiuyang	修养
aiuyuan	球员
aiuzheng	修正
aiuzhi	求职
aiuzhizhe	求职者
aiuzhu	求助
aiuzu	求租
aive	爱的
aivuo	爱国
aiwang	希望
aiwangneng	希望能
aiwe	爱的
aiwei	思维
aiwhang	爱上
aiwing	爱情
aixe	爱的
aixhang	爱上
aixheng	癌症
aixiannei	期限内
aixib	爱心
aixibing	艾滋病
aixig	爱心
aixih	爱心
aixij	爱心
aixim	爱心
aixingche	自行车
aixjn	爱心
aixkn	爱心
aixln	爱心
aixon	爱心
aixue	自学
aiyang	饲养
aiyao	爱好
aiyaozhe	爱好者
aiyejia	企业家
aiyezhong	企业中
aiyiji	洗衣机
aiyin	吸引
aiyinle	吸引了
aiyinli	吸引力
aiyoude	自由的
aiyun	奥运
aiyunhui	奥运会
aiyuo	爱国
aizang	西藏
aizao	洗澡
aizbeng	癌症
aize	细则
aizgeng	癌症
aizhang	爱上
aizhdng	癌症
aizhebg	癌症
aizhegg	癌症
aizhehg	癌症
aizhejg	癌症
aizhemg	癌症
aizhenb	癌症
aizhenf	癌症
aizhenh	癌症
aizhenn	癌症
aizhenr	癌症
aizhent	癌症
aizhenv	癌症
aizheny	癌症
aizhfng	癌症
aizhiqu	自治区
aizhongyou	其中有
aizhou	四周
aizhrng	癌症
aizhsng	癌症
aizhu	自主
aizhuyao	其主要
aizhwng	癌症
aizibibg	艾滋病
aizibigg	艾滋病
aizibihg	艾滋病
aizibijg	艾滋病
aizibimg	艾滋病
aizibinb	艾滋病
aizibinf	艾滋病
aizibinh	艾滋病
aizibinn	艾滋病
aizibinr	艾滋病
aizibint	艾滋病
aizibinv	艾滋病
aizibiny	艾滋病
aizibjng	艾滋病
aizibkng	艾滋病
aiziblng	艾滋病
aizibong	艾滋病
aizibung	艾滋病
aizifing	艾滋病
aiziging	艾滋病
aizihing	艾滋病
aizin	爱心
aizining	艾滋病
aiziving	艾滋病
aizjbing	艾滋病
aizjeng	癌症
aizkbing	艾滋病
aizlbing	艾滋病
aizmeng	癌症
aizneng	癌症
aizobing	艾滋病
aizteng	癌症
aizubing	艾滋病
aizueng	癌症
aizyeng	癌症
aj	按
ajde	爱的
ajguiding	按规定
ajguo	爱国
ajhao	爱好
ajhaozhe	爱好者
ajhu	爱护
ajhui	安徽
ajhuisheng	安徽省
ajji	埃及
ajjian	按键
ajjing	安静
ajli	案例
ajmo	按摩
ajni	爱你
ajniu	按钮
ajpai	安排
ajqing	爱情
ajquan	安全
ajquande	安全的
ajquanxing	安全性
ajren	爱人
ajshang	爱上
ajshi	按时
ajwei	安慰
ajxia	按下
ajxin	爱心
ajzhao	按照
ajzheng	癌症
ajzhi	安置
ajzhu	按住
ajzhuang	安装
ajzibing	艾滋病
ak	爱
akde	爱的
akdi	奥迪
akguo	爱国
akhao	爱好
akhaozhe	爱好者
akhu	爱护
akji	埃及
akmen	澳门
akni	爱你
akqing	爱情
akren	爱人
akshang	爱上
akxin	爱心
akyun	奥运
akyunhui	奥运会
akzheng	癌症
akzhou	澳洲
akzibing	艾滋病
al	爱
alde	爱的
aldi	奥迪
alguo	爱国
alhao	爱好
alhaozhe	爱好者
alhu	爱护
alji	埃及
almen	澳门
alni	爱你
alqing	爱情
alren	爱人
alshang	爱上
alxin	爱心
alyun	奥运
alyunhui	奥运会
alzheng	癌症
alzhou	澳洲
alzibing	艾滋病
am	按
amguiding	按规定
amhui	安徽
amhuisheng	安徽省
amjian	按键
amjing	安静
amli	案例
ammo	按摩
amniu	按钮
ampai	安排
amquan	安全
amquande	安全的
amquanxing	安全性
amshi	按时
amwei	安慰
amxia	按下
amzhao	按照
amzhi	安置
amzhu	按住
amzhuang	安装
anaei	安慰
anahao	按照
anahi	安置
anahu	按住
anahuang	安装
anaia	按下
anauan	安全
anauande	安全的
anauanxing	安全性
anbiu	按钮
anbui	安徽
anbuiding	按规定
anbuisheng	安徽省
anchi	按时
ancia	按下
andei	安慰
andhi	按时
andia	按下
aneei	安慰
anehi	按时
anfuiding	按规定
anghiding	按规定
angiiding	按规定
angiu	按钮
angjiding	按规定
angkiding	按规定
anguicing	按规定
anguidibg	按规定
anguidigg	按规定
anguidihg	按规定
anguidijg	按规定
anguidimg	按规定
anguidinb	按规定
anguidinf	按规定
anguidinh	按规定
anguidinn	按规定
anguidinr	按规定
anguidint	按规定
anguidinv	按规定
anguidiny	按规定
anguidjng	按规定
anguidkng	按规定
anguidlng	按规定
anguidong	按规定
anguidung	按规定
anguieing	按规定
anguifing	按规定
anguiring	按规定
anguisheng	安徽省
anguising	按规定
anguiving	按规定
anguiwing	按规定
anguixing	按规定
angujding	按规定
angukding	按规定
angulding	按规定
anguoding	按规定
anguuding	按规定
angyiding	按规定
anhhi	安徽
anhhisheng	安徽省
anhian	按键
anhii	安徽
anhiisheng	安徽省
anhing	安静
anhiu	按钮
anhji	安徽
anhjisheng	安徽省
anhki	安徽
anhkisheng	安徽省
anho	按摩
anhuiaheng	安徽省
anhuicheng	安徽省
anhuidheng	安徽省
anhuiding	按规定
anhuieheng	安徽省
anhuiqheng	安徽省
anhuisbeng	安徽省
anhuisgeng	安徽省
anhuishdng	安徽省
anhuishebg	安徽省
anhuishegg	安徽省
anhuishehg	安徽省
anhuishejg	安徽省
anhuishemg	安徽省
anhuishenb	安徽省
anhuishenf	安徽省
anhuishenh	安徽省
anhuishenn	安徽省
anhuishenr	安徽省
anhuishent	安徽省
anhuishenv	安徽省
anhuisheny	安徽省
anhuishfng	安徽省
anhuishrng	安徽省
anhuishsng	安徽省
anhuishwng	安徽省
anhuisjeng	安徽省
anhuismeng	安徽省
anhuisneng	安徽省
anhuisteng	安徽省
anhuisueng	安徽省
anhuisyeng	安徽省
anhuiwheng	安徽省
anhuixheng	安徽省
anhuizheng	安徽省
anhuj	安徽
anhujsheng	安徽省
anhuk	安徽
anhuksheng	安徽省
anhul	安徽
anhulsheng	安徽省
anhuosheng	安徽省
anhuu	安徽
anhuusheng	安徽省
anhyi	安徽
anhyisheng	安徽省
anii	案例
aniian	按键
aniing	安静
anjiab	按键
anjiag	按键
anjiah	按键
anjiaj	按键
anjiam	按键
anjibg	安静
anjigg	安静
anjihg	安静
anjijg	安静
anjimg	安静
anjinb	安静
anjinf	安静
anjinh	安静
anjinn	安静
anjinr	安静
anjint	安静
anjinv	安静
anjiny	安静
anjiqn	按键
anjisn	按键
anjiwn	按键
anjixn	按键
anjizn	按键
anjjan	按键
anjjng	安静
anjkan	按键
anjkng	安静
anjlan	按键
anjlng	安静
anjo	按摩
anjoan	按键
anjong	安静
anjui	安徽
anjuisheng	安徽省
anjung	安静
anki	案例
ankian	按键
anking	安静
anko	按摩
anlai	安排
anlj	案例
anlk	案例
anll	案例
anlo	案例
anlu	案例
anming	安静
anmiu	按钮
anmk	按摩
anml	按摩
anmp	按摩
anmui	安徽
anmuisheng	安徽省
annih	按钮
annii	按钮
annij	按钮
annik	按钮
anniy	按钮
annju	按钮
annku	按钮
annlu	按钮
anno	按摩
annou	按钮
annui	安徽
annuiding	按规定
annuisheng	安徽省
annuu	按钮
anoai	安排
anoi	案例
anpaj	安排
anpak	安排
anpal	安排
anpau	安排
anpqi	安排
anpsi	安排
anpwi	安排
anpxi	安排
anpzi	安排
anqei	安慰
anqhan	安全
anqhande	安全的
anqhanxing	安全性
anqhi	按时
anqiande	安全的
anqianxing	安全性
anqjan	安全
anqjande	安全的
anqjanxing	安全性
anqkan	安全
anqkande	安全的
anqkanxing	安全性
anquab	安全
anquabde	安全的
anquabxing	安全性
anquag	安全
anquagde	安全的
anquagxing	安全性
anquah	安全
anquahde	安全的
anquahxing	安全性
anquaj	安全
anquajde	安全的
anquajxing	安全性
anquam	安全
anquamde	安全的
anquamxing	安全性
anquanaing	安全性
anquance	安全的
anquancing	安全性
anquandd	安全的
anquandf	安全的
anquanding	安全性
anquandr	安全的
anquands	安全的
anquandw	安全的
anquanee	安全的
anquanfe	安全的
anquanre	安全的
anquanse	安全的
anquansing	安全性
anquanve	安全的
anquanwe	安全的
anquanxe	安全的
anquanxibg	安全性
anquanxigg	安全性
anquanxihg	安全性
anquanxijg	安全性
anquanximg	安全性
anquanxinb	安全性
anquanxinf	安全性
anquanxinh	安全性
anquanxinn	安全性
anquanxinr	安全性
anquanxint	安全性
anquanxinv	安全性
anquanxiny	安全性
anquanxjng	安全性
anquanxkng	安全性
anquanxlng	安全性
anquanxong	安全性
anquanxung	安全性
anquanzing	安全性
anquqn	安全
anquqnde	安全的
anquqnxing	安全性
anqusn	安全
anqusnde	安全的
anqusnxing	安全性
anquwn	安全
anquwnde	安全的
anquwnxing	安全性
anquxn	安全
anquxnde	安全的
anquxnxing	安全性
anquzn	安全
anquznde	安全的
anquznxing	安全性
anqyan	安全
anqyande	安全的
anqyanxing	安全性
anruiding	按规定
ansbi	按时
ansei	安慰
ansgi	按时
anshj	按时
anshk	按时
anshl	按时
ansho	按时
anshuang	安装
ansia	按下
ansji	按时
ansmi	按时
ansni	按时
ansti	按时
ansuande	安全的
ansuanxing	安全性
ansui	按时
ansyi	按时
antui	安徽
antuiding	按规定
antuisheng	安徽省
anuian	按键
anuing	安静
anuui	安徽
anuuisheng	安徽省
anvuiding	按规定
anwdi	安慰
anwej	安慰
anwek	安慰
anwel	安慰
anweo	安慰
anweu	安慰
anwfi	安慰
anwhi	按时
anwri	安慰
anwsi	安慰
anwuan	安全
anwuande	安全的
anwuanxing	安全性
anwwi	安慰
anxhao	按照
anxhi	安置
anxhu	按住
anxhuang	安装
anxiq	按下
anxis	按下
anxiw	按下
anxix	按下
anxiz	按下
anxja	按下
anxka	按下
anxla	按下
anxoa	按下
anxua	按下
anyui	安徽
anyuiding	按规定
anyuisheng	安徽省
anzbao	按照
anzbi	安置
anzbu	按住
anzbuang	安装
anzgao	按照
anzgi	安置
anzgu	按住
anzguang	安装
anzhak	按照
anzhal	按照
anzhap	按照
anzhh	按住
anzhhang	安装
anzhiang	安装
anzhj	安置
anzhjang	安装
anzhk	安置
anzhkang	安装
anzhl	安置
anzho	安置
anzhqo	按照
anzhso	按照
anzhuabg	安装
anzhuagg	安装
anzhuahg	安装
anzhuajg	安装
anzhuamg	安装
anzhuanb	安装
anzhuanf	安装
anzhuanh	安装
anzhuann	安装
anzhuanr	安装
anzhuant	安装
anzhuanv	安装
anzhuany	安装
anzhuqng	安装
anzhusng	安装
anzhuwng	安装
anzhuxng	安装
anzhuzng	安装
anzhwo	按照
anzhxo	按照
anzhy	按住
anzhyang	安装
anzhzo	按照
anzia	按下
anzjao	按照
anzji	安置
anzju	按住
anzjuang	安装
anzmao	按照
anzmi	安置
anzmu	按住
anzmuang	安装
anznao	按照
anzni	安置
anznu	按住
anznuang	安装
anztao	按照
anzti	安置
anztu	按住
anztuang	安装
anzuao	按照
anzui	安置
anzuu	按住
anzuuang	安装
anzyao	按照
anzyi	安置
anzyu	按住
anzyuang	安装
aoahou	澳洲
aoai	我爱
aoaini	我爱你
aoba	我把
aobu	我不
aobushi	我不是
aocai	我才
aoci	奥迪
aocong	我从
aodexin	我的心
aodj	奥迪
aodk	奥迪
aodl	奥迪
aodo	奥迪
aodou	我都
aodui	我对
aoei	奥迪
aofaxian	我发现
aofi	奥迪
aogongsi	我公司
aogun	奥运
aogunhui	奥运会
aohai	我还
aohaishi	我还是
aohaozhe	爱好者
aohu	爱护
aohun	奥运
aohunhui	奥运会
aojen	澳门
aojia	我家
aojiushi	我就是
aojuede	我觉得
aojun	奥运
aojunhui	奥运会
aokan	我看
aoke	我可
aoken	澳门
aokeyi	我可以
aolai	我来
aomdn	澳门
aomeb	澳门
aomeg	澳门
aomeh	澳门
aomeiyou	我没有
aomej	澳门
aomem	澳门
aomenbu	我们不
aomendang	我们党
aomenjiang	我们将
aomenjiu	我们就
aomenshi	我们是
aomenyao	我们要
aomenye	我们也
aomenyou	我们有
aomfn	澳门
aomrn	澳门
aomsn	澳门
aomwn	澳门
aonen	澳门
aoneng	我能
aong	总
aongbanzhu	总版主
aongbu	总部
aongcai	总裁
aongda	送达
aongdao	送到
aonge	总额
aongfen	总分
aonggei	送给
aonggong	总共
aonggongsi	总公司
aonghe	综合
aongheng	纵横
aonghexing	综合性
aonghui	总会
aonghuo	送货
aongji	总计
aongjian	总监
aongjiao	宗教
aongjie	总结
aongjingli	总经理
aongli	总理
aongliang	总量
aongmianji	总面积
aongshi	总是
aongshu	总数
aongti	总体
aongtong	总统
aongtouzi	总投资
aongxia	松下
aongxian	总线
aongyou	总有
aongzai	总在
aongze	总则
aongzhi	总之
aoqing	爱情
aoqu	我去
aoque	我却
aorenwei	我认为
aori	奥迪
aosheng	我省
aoshou	澳洲
aoshuo	我说
aosuo	我所
aotun	奥运
aotunhui	奥运会
aou	走
aouchu	走出
aoudao	走到
aouguo	走过
aouhu	搜狐
aouji	搜集
aoujin	走进
aoule	走了
aoulu	走路
aouqu	走去
aoushang	走上
aoushi	走势
aousuo	搜索
aouun	奥运
aouunhui	奥运会
aouxiang	走向
aouzai	走在
aovi	奥迪
aowi	奥迪
aoxhou	澳洲
aoxi	奥迪
aoxiangxin	我相信
aoxianzai	我现在
aoxiao	我校
aoxihuan	我喜欢
aoxinli	我心里
aoxiwang	我希望
aoyhn	奥运
aoyhnhui	奥运会
aoyijing	我已经
aoyinhui	奥运会
aoyizhi	我一直
aoyjn	奥运
aoyjnhui	奥运会
aoykn	奥运
aoyknhui	奥运会
aoyong	我用
aoyub	奥运
aoyubhui	奥运会
aoyug	奥运
aoyughui	奥运会
aoyuh	奥运
aoyuhhui	奥运会
aoyuj	奥运
aoyujhui	奥运会
aoyum	奥运
aoyumhui	奥运会
aoyunbui	奥运会
aoyungui	奥运会
aoyunhhi	奥运会
aoyunhii	奥运会
aoyunhji	奥运会
aoyunhki	奥运会
aoyunhuj	奥运会
aoyunhuk	奥运会
aoyunhul	奥运会
aoyunhuo	奥运会
aoyunhuu	奥运会
aoyunhyi	奥运会
aoyunjui	奥运会
aoyunmui	奥运会
aoyunnui	奥运会
aoyuntui	奥运会
aoyunuui	奥运会
aoyunyui	奥运会
aoyyn	奥运
aoyynhui	奥运会
aozai	我在
aozbou	澳洲
aozenme	我怎么
aozgou	澳洲
aozhen	我真
aozheng	癌症
aozhidao	我知道
aozhishi	我只是
aozhiu	澳洲
aozhku	澳洲
aozhlu	澳洲
aozhoh	澳洲
aozhoi	澳洲
aozhoj	澳洲
aozhok	澳洲
aozhoy	澳洲
aozhpu	澳洲
aozibing	艾滋病
aoziji	我自己
aozjou	澳洲
aozmou	澳洲
aoznou	澳洲
aoztou	澳洲
aozui	我最
aozuou	澳洲
aozyou	澳洲
ap	傲
apdi	奥迪
apmen	澳门
apyun	奥运
apyunhui	奥运会
apzhou	澳洲
au	去
auai	阻碍
auan	全
auanba	选拔
auanbu	全部
auanchang	全场
auancheng	全程
auanchu	选出
auanchuan	宣传
auanding	选定
auandou	全都
auanfa	算法
auanfangwei	全方位
auangou	选购
auangua	悬挂
auanguo	全国
auanguocheng	全过程
auanjia	全家
auanju	选举
auanle	算了
auanli	权利
auanlide	权利的
auanlv	旋律
auanmian	全面
auanmin	全民
auannai	酸奶
auannian	全年
auanqiu	全球
auanqiuhua	全球化
auanqu	全区
auanshehui	全社会
auanshen	全身
auansheng	全省
auanshi	算是
auanshijie	全世界
auanshou	选手
auanshu	权属
auantao	全套
auanti	全体
auanwei	权威
auanwen	全文
auanxian	权限
auanxiang	选项
auanxin	全新
auanyi	权益
auanyong	选用
auanze	选择
auanzele	选择了
auanzhi	全职
auanzhong	选中
auanzhou	泉州
auanzhuan	旋转
auanzidong	全自动
auba	去吧
aubi	无比
aubie	区别
aubu	无不
aucai	素材
aucan	午餐
aucha	误差
aucheng	组成
auchu	取出
auda	五大
audai	取代
audao	渠道
aude	取得
audele	取得了
audiao	去掉
audixian	无底线
audong	驱动
audu	速度
auduo	许多
auduoren	许多人
aue	学
auebao	确保
auebei	却被
auebu	却不
auedao	学到
auedian	缺点
aueding	确定
auedingle	确定了
auefa	缺乏
auefei	学费
auefen	学分
aueguan	血管
auehui	学会
aueke	学科
auekou	缺口
aueli	学历
auemeiyou	却没有
aueqi	学期
aueren	确认
aueshao	缺少
auesheng	学生
aueshi	确实
aueshu	学术
auewei	学位
auexi	学习
auexian	缺陷
auexiao	学校
aueye	血液
aueyou	却又
aueyuan	学院
auezai	却在
auezhe	学者
aufa	无法
aufang	租房
aufen	区分
auge	五个
augeyi	五个亿
augong	武功
augou	足够
auguan	无关
auguo	祖国
auhan	武汉
auhanshi	武汉市
auhao	序号
auhaozhe	爱好者
auhe	组合
auhu	爱护
aui	最
auiai	最爱
auibian	随便
auichang	最长
auichu	最初
auichun	嘴唇
auida	最大
auidao	隧道
auidi	最低
auiduo	最多
auigao	最高
auihao	最好
auihaoshi	最好是
auihou	最后
auiji	随机
